"DATE","INDPRO","CIVPART","CPIAUCSL","PAYEMS","PSAVERT"
"1919-01-01","5.0124",NA,NA,NA,NA
"1919-02-01","4.7908",NA,NA,NA,NA
"1919-03-01","4.6523",NA,NA,NA,NA
"1919-04-01","4.7354",NA,NA,NA,NA
"1919-05-01","4.7631",NA,NA,NA,NA
"1919-06-01","5.0677",NA,NA,NA,NA
"1919-07-01","5.3724",NA,NA,NA,NA
"1919-08-01","5.4554",NA,NA,NA,NA
"1919-09-01","5.3447",NA,NA,NA,NA
"1919-10-01","5.2893",NA,NA,NA,NA
"1919-11-01","5.2062",NA,NA,NA,NA
"1919-12-01","5.2893",NA,NA,NA,NA
"1920-01-01","5.7877",NA,NA,NA,NA
"1920-02-01","5.7877",NA,NA,NA,NA
"1920-03-01","5.677",NA,NA,NA,NA
"1920-04-01","5.3724",NA,NA,NA,NA
"1920-05-01","5.5108",NA,NA,NA,NA
"1920-06-01","5.5662",NA,NA,NA,NA
"1920-07-01","5.4277",NA,NA,NA,NA
"1920-08-01","5.4554",NA,NA,NA,NA
"1920-09-01","5.2616",NA,NA,NA,NA
"1920-10-01","5.04",NA,NA,NA,NA
"1920-11-01","4.6247",NA,NA,NA,NA
"1920-12-01","4.3477",NA,NA,NA,NA
"1921-01-01","4.0985",NA,NA,NA,NA
"1921-02-01","4.0154",NA,NA,NA,NA
"1921-03-01","3.9046",NA,NA,NA,NA
"1921-04-01","3.9046",NA,NA,NA,NA
"1921-05-01","4.0154",NA,NA,NA,NA
"1921-06-01","3.9877",NA,NA,NA,NA
"1921-07-01","3.96",NA,NA,NA,NA
"1921-08-01","4.0985",NA,NA,NA,NA
"1921-09-01","4.1262",NA,NA,NA,NA
"1921-10-01","4.3754",NA,NA,NA,NA
"1921-11-01","4.32",NA,NA,NA,NA
"1921-12-01","4.2923",NA,NA,NA,NA
"1922-01-01","4.4585",NA,NA,NA,NA
"1922-02-01","4.6524",NA,NA,NA,NA
"1922-03-01","4.9016",NA,NA,NA,NA
"1922-04-01","4.7354",NA,NA,NA,NA
"1922-05-01","4.9847",NA,NA,NA,NA
"1922-06-01","5.2339",NA,NA,NA,NA
"1922-07-01","5.2339",NA,NA,NA,NA
"1922-08-01","5.1231",NA,NA,NA,NA
"1922-09-01","5.4",NA,NA,NA,NA
"1922-10-01","5.7047",NA,NA,NA,NA
"1922-11-01","5.9539",NA,NA,NA,NA
"1922-12-01","6.1201",NA,NA,NA,NA
"1923-01-01","5.9816",NA,NA,NA,NA
"1923-02-01","6.0647",NA,NA,NA,NA
"1923-03-01","6.2585",NA,NA,NA,NA
"1923-04-01","6.397",NA,NA,NA,NA
"1923-05-01","6.4801",NA,NA,NA,NA
"1923-06-01","6.4247",NA,NA,NA,NA
"1923-07-01","6.3693",NA,NA,NA,NA
"1923-08-01","6.2585",NA,NA,NA,NA
"1923-09-01","6.1201",NA,NA,NA,NA
"1923-10-01","6.0924",NA,NA,NA,NA
"1923-11-01","6.0924",NA,NA,NA,NA
"1923-12-01","5.9539",NA,NA,NA,NA
"1924-01-01","6.0924",NA,NA,NA,NA
"1924-02-01","6.2031",NA,NA,NA,NA
"1924-03-01","6.0924",NA,NA,NA,NA
"1924-04-01","5.8985",NA,NA,NA,NA
"1924-05-01","5.6493",NA,NA,NA,NA
"1924-06-01","5.4",NA,NA,NA,NA
"1924-07-01","5.317",NA,NA,NA,NA
"1924-08-01","5.5108",NA,NA,NA,NA
"1924-09-01","5.7047",NA,NA,NA,NA
"1924-10-01","5.8431",NA,NA,NA,NA
"1924-11-01","5.9539",NA,NA,NA,NA
"1924-12-01","6.1201",NA,NA,NA,NA
"1925-01-01","6.3139",NA,NA,NA,NA
"1925-02-01","6.3139",NA,NA,NA,NA
"1925-03-01","6.3139",NA,NA,NA,NA
"1925-04-01","6.3693",NA,NA,NA,NA
"1925-05-01","6.3416",NA,NA,NA,NA
"1925-06-01","6.2862",NA,NA,NA,NA
"1925-07-01","6.4524",NA,NA,NA,NA
"1925-08-01","6.3416",NA,NA,NA,NA
"1925-09-01","6.2585",NA,NA,NA,NA
"1925-10-01","6.5077",NA,NA,NA,NA
"1925-11-01","6.6462",NA,NA,NA,NA
"1925-12-01","6.7293",NA,NA,NA,NA
"1926-01-01","6.6185",NA,NA,NA,NA
"1926-02-01","6.6185",NA,NA,NA,NA
"1926-03-01","6.7016",NA,NA,NA,NA
"1926-04-01","6.7016",NA,NA,NA,NA
"1926-05-01","6.6462",NA,NA,NA,NA
"1926-06-01","6.7293",NA,NA,NA,NA
"1926-07-01","6.757",NA,NA,NA,NA
"1926-08-01","6.8401",NA,NA,NA,NA
"1926-09-01","6.9508",NA,NA,NA,NA
"1926-10-01","6.9508",NA,NA,NA,NA
"1926-11-01","6.9231",NA,NA,NA,NA
"1926-12-01","6.8954",NA,NA,NA,NA
"1927-01-01","6.8677",NA,NA,NA,NA
"1927-02-01","6.9231",NA,NA,NA,NA
"1927-03-01","7.0062",NA,NA,NA,NA
"1927-04-01","6.8401",NA,NA,NA,NA
"1927-05-01","6.8954",NA,NA,NA,NA
"1927-06-01","6.8678",NA,NA,NA,NA
"1927-07-01","6.7847",NA,NA,NA,NA
"1927-08-01","6.7847",NA,NA,NA,NA
"1927-09-01","6.6739",NA,NA,NA,NA
"1927-10-01","6.5354",NA,NA,NA,NA
"1927-11-01","6.5354",NA,NA,NA,NA
"1927-12-01","6.5631",NA,NA,NA,NA
"1928-01-01","6.7016",NA,NA,NA,NA
"1928-02-01","6.757",NA,NA,NA,NA
"1928-03-01","6.8124",NA,NA,NA,NA
"1928-04-01","6.7847",NA,NA,NA,NA
"1928-05-01","6.8678",NA,NA,NA,NA
"1928-06-01","6.9231",NA,NA,NA,NA
"1928-07-01","7.0062",NA,NA,NA,NA
"1928-08-01","7.1447",NA,NA,NA,NA
"1928-09-01","7.2001",NA,NA,NA,NA
"1928-10-01","7.3385",NA,NA,NA,NA
"1928-11-01","7.477",NA,NA,NA,NA
"1928-12-01","7.6155",NA,NA,NA,NA
"1929-01-01","7.7262",NA,NA,NA,NA
"1929-02-01","7.6985",NA,NA,NA,NA
"1929-03-01","7.7262",NA,NA,NA,NA
"1929-04-01","7.8647",NA,NA,NA,NA
"1929-05-01","8.0032",NA,NA,NA,NA
"1929-06-01","8.0585",NA,NA,NA,NA
"1929-07-01","8.1693",NA,NA,NA,NA
"1929-08-01","8.0862",NA,NA,NA,NA
"1929-09-01","8.0308",NA,NA,NA,NA
"1929-10-01","7.8924",NA,NA,NA,NA
"1929-11-01","7.5047",NA,NA,NA,NA
"1929-12-01","7.1724",NA,NA,NA,NA
"1930-01-01","7.1724",NA,NA,NA,NA
"1930-02-01","7.1447",NA,NA,NA,NA
"1930-03-01","7.0339",NA,NA,NA,NA
"1930-04-01","6.9785",NA,NA,NA,NA
"1930-05-01","6.8678",NA,NA,NA,NA
"1930-06-01","6.6739",NA,NA,NA,NA
"1930-07-01","6.3693",NA,NA,NA,NA
"1930-08-01","6.2308",NA,NA,NA,NA
"1930-09-01","6.1201",NA,NA,NA,NA
"1930-10-01","5.9539",NA,NA,NA,NA
"1930-11-01","5.8154",NA,NA,NA,NA
"1930-12-01","5.677",NA,NA,NA,NA
"1931-01-01","5.6493",NA,NA,NA,NA
"1931-02-01","5.677",NA,NA,NA,NA
"1931-03-01","5.7877",NA,NA,NA,NA
"1931-04-01","5.8154",NA,NA,NA,NA
"1931-05-01","5.7324",NA,NA,NA,NA
"1931-06-01","5.5939",NA,NA,NA,NA
"1931-07-01","5.5108",NA,NA,NA,NA
"1931-08-01","5.317",NA,NA,NA,NA
"1931-09-01","5.0677",NA,NA,NA,NA
"1931-10-01","4.8739",NA,NA,NA,NA
"1931-11-01","4.8185",NA,NA,NA,NA
"1931-12-01","4.7908",NA,NA,NA,NA
"1932-01-01","4.6523",NA,NA,NA,NA
"1932-02-01","4.5416",NA,NA,NA,NA
"1932-03-01","4.4862",NA,NA,NA,NA
"1932-04-01","4.1816",NA,NA,NA,NA
"1932-05-01","4.0431",NA,NA,NA,NA
"1932-06-01","3.9047",NA,NA,NA,NA
"1932-07-01","3.7939",NA,NA,NA,NA
"1932-08-01","3.9046",NA,NA,NA,NA
"1932-09-01","4.1539",NA,NA,NA,NA
"1932-10-01","4.2923",NA,NA,NA,NA
"1932-11-01","4.2923",NA,NA,NA,NA
"1932-12-01","4.2093",NA,NA,NA,NA
"1933-01-01","4.1262",NA,NA,NA,NA
"1933-02-01","4.1539",NA,NA,NA,NA
"1933-03-01","3.9046",NA,NA,NA,NA
"1933-04-01","4.1816",NA,NA,NA,NA
"1933-05-01","4.8739",NA,NA,NA,NA
"1933-06-01","5.6216",NA,NA,NA,NA
"1933-07-01","6.1477",NA,NA,NA,NA
"1933-08-01","5.8985",NA,NA,NA,NA
"1933-09-01","5.5662",NA,NA,NA,NA
"1933-10-01","5.2893",NA,NA,NA,NA
"1933-11-01","4.9847",NA,NA,NA,NA
"1933-12-01","5.0123",NA,NA,NA,NA
"1934-01-01","5.1785",NA,NA,NA,NA
"1934-02-01","5.4277",NA,NA,NA,NA
"1934-03-01","5.677",NA,NA,NA,NA
"1934-04-01","5.677",NA,NA,NA,NA
"1934-05-01","5.7877",NA,NA,NA,NA
"1934-06-01","5.677",NA,NA,NA,NA
"1934-07-01","5.2893",NA,NA,NA,NA
"1934-08-01","5.2339",NA,NA,NA,NA
"1934-09-01","4.9293",NA,NA,NA,NA
"1934-10-01","5.1508",NA,NA,NA,NA
"1934-11-01","5.2062",NA,NA,NA,NA
"1934-12-01","5.5385",NA,NA,NA,NA
"1935-01-01","5.9816",NA,NA,NA,NA
"1935-02-01","6.0924",NA,NA,NA,NA
"1935-03-01","6.0647",NA,NA,NA,NA
"1935-04-01","5.9539",NA,NA,NA,NA
"1935-05-01","5.9539",NA,NA,NA,NA
"1935-06-01","6.037",NA,NA,NA,NA
"1935-07-01","6.037",NA,NA,NA,NA
"1935-08-01","6.2585",NA,NA,NA,NA
"1935-09-01","6.4247",NA,NA,NA,NA
"1935-10-01","6.6185",NA,NA,NA,NA
"1935-11-01","6.757",NA,NA,NA,NA
"1935-12-01","6.8401",NA,NA,NA,NA
"1936-01-01","6.7293",NA,NA,NA,NA
"1936-02-01","6.5631",NA,NA,NA,NA
"1936-03-01","6.6462",NA,NA,NA,NA
"1936-04-01","7.0616",NA,NA,NA,NA
"1936-05-01","7.2001",NA,NA,NA,NA
"1936-06-01","7.3385",NA,NA,NA,NA
"1936-07-01","7.477",NA,NA,NA,NA
"1936-08-01","7.5878",NA,NA,NA,NA
"1936-09-01","7.7262",NA,NA,NA,NA
"1936-10-01","7.837",NA,NA,NA,NA
"1936-11-01","8.0585",NA,NA,NA,NA
"1936-12-01","8.3078",NA,NA,NA,NA
"1937-01-01","8.2801",NA,NA,NA,NA
"1937-02-01","8.3908",NA,NA,NA,NA
"1937-03-01","8.5847",NA,NA,NA,NA
"1937-04-01","8.5847",NA,NA,NA,NA
"1937-05-01","8.6124",NA,NA,NA,NA
"1937-06-01","8.5016",NA,NA,NA,NA
"1937-07-01","8.557",NA,NA,NA,NA
"1937-08-01","8.5016",NA,NA,NA,NA
"1937-09-01","8.2247",NA,NA,NA,NA
"1937-10-01","7.6155",NA,NA,NA,NA
"1937-11-01","6.8678",NA,NA,NA,NA
"1937-12-01","6.2585",NA,NA,NA,NA
"1938-01-01","6.1201",NA,NA,NA,NA
"1938-02-01","6.0647",NA,NA,NA,NA
"1938-03-01","6.0647",NA,NA,NA,NA
"1938-04-01","5.9539",NA,NA,NA,NA
"1938-05-01","5.8154",NA,NA,NA,NA
"1938-06-01","5.8708",NA,NA,NA,NA
"1938-07-01","6.2031",NA,NA,NA,NA
"1938-08-01","6.5354",NA,NA,NA,NA
"1938-09-01","6.7293",NA,NA,NA,NA
"1938-10-01","6.8954",NA,NA,NA,NA
"1938-11-01","7.1724",NA,NA,NA,NA
"1938-12-01","7.2554",NA,NA,NA,NA
"1939-01-01","7.2554",NA,NA,29923,NA
"1939-02-01","7.3108",NA,NA,30101,NA
"1939-03-01","7.3385",NA,NA,30280,NA
"1939-04-01","7.3108",NA,NA,30094,NA
"1939-05-01","7.2831",NA,NA,30300,NA
"1939-06-01","7.4493",NA,NA,30502,NA
"1939-07-01","7.6708",NA,NA,30419,NA
"1939-08-01","7.7816",NA,NA,30663,NA
"1939-09-01","8.2524",NA,NA,31032,NA
"1939-10-01","8.6678",NA,NA,31408,NA
"1939-11-01","8.8893",NA,NA,31469,NA
"1939-12-01","8.8893",NA,NA,31539,NA
"1940-01-01","8.7785",NA,NA,31603,NA
"1940-02-01","8.5016",NA,NA,31715,NA
"1940-03-01","8.3078",NA,NA,31826,NA
"1940-04-01","8.4739",NA,NA,31700,NA
"1940-05-01","8.7232",NA,NA,31880,NA
"1940-06-01","9.0001",NA,NA,31978,NA
"1940-07-01","9.1108",NA,NA,31942,NA
"1940-08-01","9.1662",NA,NA,32352,NA
"1940-09-01","9.3601",NA,NA,32810,NA
"1940-10-01","9.4985",NA,NA,33265,NA
"1940-11-01","9.7201",NA,NA,33668,NA
"1940-12-01","10.0524",NA,NA,34172,NA
"1941-01-01","10.3016",NA,NA,34480,NA
"1941-02-01","10.6062",NA,NA,34844,NA
"1941-03-01","10.9386",NA,NA,35094,NA
"1941-04-01","10.9662",NA,NA,35469,NA
"1941-05-01","11.4647",NA,NA,36182,NA
"1941-06-01","11.5478",NA,NA,36651,NA
"1941-07-01","11.6863",NA,NA,37137,NA
"1941-08-01","11.8247",NA,NA,37544,NA
"1941-09-01","11.8247",NA,NA,37835,NA
"1941-10-01","11.9355",NA,NA,37948,NA
"1941-11-01","11.9909",NA,NA,38024,NA
"1941-12-01","12.1847",NA,NA,38104,NA
"1942-01-01","12.434",NA,NA,38347,NA
"1942-02-01","12.6555",NA,NA,38513,NA
"1942-03-01","12.794",NA,NA,38936,NA
"1942-04-01","12.434",NA,NA,39352,NA
"1942-05-01","12.4616",NA,NA,39772,NA
"1942-06-01","12.4893",NA,NA,40028,NA
"1942-07-01","12.794",NA,NA,40471,NA
"1942-08-01","13.1817",NA,NA,40988,NA
"1942-09-01","13.4863",NA,NA,41255,NA
"1942-10-01","13.9294",NA,NA,41515,NA
"1942-11-01","14.2617",NA,NA,41673,NA
"1942-12-01","14.594",NA,NA,41915,NA
"1943-01-01","14.7325",NA,NA,42172,NA
"1943-02-01","15.1201",NA,NA,42395,NA
"1943-03-01","15.2309",NA,NA,42553,NA
"1943-04-01","15.4247",NA,NA,42647,NA
"1943-05-01","15.5355",NA,NA,42596,NA
"1943-06-01","15.4524",NA,NA,42781,NA
"1943-07-01","15.9232",NA,NA,42701,NA
"1943-08-01","16.2555",NA,NA,42546,NA
"1943-09-01","16.6709",NA,NA,42485,NA
"1943-10-01","16.9201",NA,NA,42675,NA
"1943-11-01","17.1417",NA,NA,42820,NA
"1943-12-01","16.9201",NA,NA,42746,NA
"1944-01-01","17.114",NA,NA,42655,NA
"1944-02-01","17.2525",NA,NA,42544,NA
"1944-03-01","17.2248",NA,NA,42292,NA
"1944-04-01","17.2248",NA,NA,42063,NA
"1944-05-01","17.114",NA,NA,41985,NA
"1944-06-01","17.0586",NA,NA,41947,NA
"1944-07-01","17.0309",NA,NA,41905,NA
"1944-08-01","17.2525",NA,NA,41850,NA
"1944-09-01","17.1417",NA,NA,41672,NA
"1944-10-01","17.1971",NA,NA,41709,NA
"1944-11-01","17.0586",NA,NA,41712,NA
"1944-12-01","17.0032",NA,NA,41861,NA
"1945-01-01","16.8371",NA,NA,41897,NA
"1945-02-01","16.7817",NA,NA,41904,NA
"1945-03-01","16.6709",NA,NA,41796,NA
"1945-04-01","16.3663",NA,NA,41443,NA
"1945-05-01","15.9232",NA,NA,41304,NA
"1945-06-01","15.5632",NA,NA,41149,NA
"1945-07-01","15.2032",NA,NA,40873,NA
"1945-08-01","13.6247",NA,NA,40467,NA
"1945-09-01","12.4063",NA,NA,38500,NA
"1945-10-01","11.9078",NA,NA,38599,NA
"1945-11-01","12.3509",NA,NA,38997,NA
"1945-12-01","12.4063",NA,NA,39112,NA
"1946-01-01","11.7139",NA,NA,39832,NA
"1946-02-01","11.1324",NA,NA,39251,NA
"1946-03-01","12.2955",NA,NA,40193,NA
"1946-04-01","12.074",NA,NA,40909,NA
"1946-05-01","11.6309",NA,NA,41349,NA
"1946-06-01","12.3509",NA,NA,41733,NA
"1946-07-01","12.7663",NA,NA,42153,NA
"1946-08-01","13.237",NA,NA,42643,NA
"1946-09-01","13.4863",NA,NA,42909,NA
"1946-10-01","13.7355",NA,NA,43094,NA
"1946-11-01","13.8186",NA,NA,43397,NA
"1946-12-01","13.9017",NA,NA,43379,NA
"1947-01-01","14.0678",NA,21.48,43539,NA
"1947-02-01","14.1509",NA,21.62,43563,NA
"1947-03-01","14.234",NA,22,43606,NA
"1947-04-01","14.1232",NA,22,43492,NA
"1947-05-01","14.1786",NA,21.95,43638,NA
"1947-06-01","14.1786",NA,22.08,43808,NA
"1947-07-01","14.0955",NA,22.23,43743,NA
"1947-08-01","14.1786",NA,22.4,43959,NA
"1947-09-01","14.2894",NA,22.84,44201,NA
"1947-10-01","14.4278",NA,22.91,44415,NA
"1947-11-01","14.6217",NA,23.06,44487,NA
"1947-12-01","14.6771",NA,23.41,44579,NA
"1948-01-01","14.7601",58.6,23.68,44682,NA
"1948-02-01","14.7878",58.9,23.67,44537,NA
"1948-03-01","14.6217",58.5,23.5,44681,NA
"1948-04-01","14.6494",59,23.82,44370,NA
"1948-05-01","14.8986",58.3,24.01,44795,NA
"1948-06-01","15.0924",59.2,24.15,45033,NA
"1948-07-01","15.0924",59.3,24.4,45160,NA
"1948-08-01","15.037",58.9,24.43,45176,NA
"1948-09-01","14.9263",58.9,24.36,45295,NA
"1948-10-01","15.0371",58.7,24.31,45251,NA
"1948-11-01","14.8432",58.7,24.16,45194,NA
"1948-12-01","14.7047",59.1,24.05,45029,NA
"1949-01-01","14.5663",58.7,24.01,44671,NA
"1949-02-01","14.4278",59,23.91,44500,NA
"1949-03-01","14.1509",58.9,23.91,44238,NA
"1949-04-01","14.0678",58.8,23.92,44230,NA
"1949-05-01","13.874",59,23.91,43982,NA
"1949-06-01","13.8463",58.6,23.92,43739,NA
"1949-07-01","13.8186",58.9,23.7,43529,NA
"1949-08-01","13.957",59.2,23.7,43622,NA
"1949-09-01","14.0955",59.1,23.75,43784,NA
"1949-10-01","13.5694",59.6,23.67,42950,NA
"1949-11-01","13.9294",59.4,23.7,43245,NA
"1949-12-01","14.1786",59.2,23.61,43517,NA
"1950-01-01","14.4278",58.9,23.51,43528,NA
"1950-02-01","14.4832",58.9,23.61,43298,NA
"1950-03-01","14.954",58.8,23.64,43952,NA
"1950-04-01","15.4524",59.2,23.65,44376,NA
"1950-05-01","15.8124",59.1,23.77,44718,NA
"1950-06-01","16.2832",59.4,23.88,45084,NA
"1950-07-01","16.8094",59.1,24.07,45454,NA
"1950-08-01","17.3355",59.5,24.2,46188,NA
"1950-09-01","17.2248",59.2,24.34,46442,NA
"1950-10-01","17.3355",59.4,24.5,46712,NA
"1950-11-01","17.3078",59.3,24.6,46778,NA
"1950-12-01","17.6125",59.2,24.98,46855,NA
"1951-01-01","17.6678",59.1,25.38,47288,NA
"1951-02-01","17.7786",59.1,25.83,47577,NA
"1951-03-01","17.8617",59.8,25.88,47871,NA
"1951-04-01","17.8894",59.1,25.92,47856,NA
"1951-05-01","17.834",59.4,25.99,47953,NA
"1951-06-01","17.7509",59,25.93,48068,NA
"1951-07-01","17.474",59.4,25.91,48062,NA
"1951-08-01","17.3078",59.2,25.86,48009,NA
"1951-09-01","17.4186",59.1,26.03,47955,NA
"1951-10-01","17.3909",59.4,26.16,48009,NA
"1951-11-01","17.5294",59.2,26.32,48148,NA
"1951-12-01","17.6402",59.6,26.47,48309,NA
"1952-01-01","17.834",59.5,26.45,48298,NA
"1952-02-01","17.9448",59.5,26.41,48522,NA
"1952-03-01","18.0002",58.9,26.39,48504,NA
"1952-04-01","17.834",58.8,26.46,48616,NA
"1952-05-01","17.6678",59.1,26.47,48645,NA
"1952-06-01","17.5017",59.1,26.53,48286,NA
"1952-07-01","17.2248",58.9,26.68,48144,NA
"1952-08-01","18.3325",58.7,26.69,48923,NA
"1952-09-01","18.9971",59.2,26.63,49319,NA
"1952-10-01","19.191",58.7,26.69,49598,NA
"1952-11-01","19.5786",59.1,26.69,49816,NA
"1952-12-01","19.6894",59.2,26.71,50164,NA
"1953-01-01","19.7448",59.5,26.64,50145,NA
"1953-02-01","19.8556",59.5,26.59,50339,NA
"1953-03-01","20.0217",59.6,26.63,50475,NA
"1953-04-01","20.1048",59.1,26.69,50432,NA
"1953-05-01","20.2156",58.6,26.7,50491,NA
"1953-06-01","20.1325",58.9,26.77,50522,NA
"1953-07-01","20.3817",58.9,26.79,50536,NA
"1953-08-01","20.2709",58.6,26.85,50487,NA
"1953-09-01","19.8556",58.5,26.89,50365,NA
"1953-10-01","19.6894",58.5,26.95,50242,NA
"1953-11-01","19.2186",58.6,26.85,49907,NA
"1953-12-01","18.7479",58.3,26.87,49702,NA
"1954-01-01","18.6094",58.6,26.94,49468,NA
"1954-02-01","18.6648",59.3,26.99,49382,NA
"1954-03-01","18.554",59.1,26.93,49158,NA
"1954-04-01","18.4432",59.2,26.86,49178,NA
"1954-05-01","18.554",58.9,26.93,48965,NA
"1954-06-01","18.6094",58.5,26.94,48896,NA
"1954-07-01","18.6371",58.4,26.86,48835,NA
"1954-08-01","18.6094",58.7,26.85,48825,NA
"1954-09-01","18.6371",59.2,26.81,48882,NA
"1954-10-01","18.8586",58.8,26.72,48944,NA
"1954-11-01","19.1632",58.6,26.78,49178,NA
"1954-12-01","19.4125",58.1,26.77,49331,NA
"1955-01-01","19.8556",58.6,26.77,49497,NA
"1955-02-01","20.1048",58.4,26.82,49644,NA
"1955-03-01","20.5756",58.5,26.79,49963,NA
"1955-04-01","20.8248",59,26.79,50247,NA
"1955-05-01","21.1571",58.8,26.77,50512,NA
"1955-06-01","21.1848",58.8,26.71,50790,NA
"1955-07-01","21.351",59.3,26.76,50985,NA
"1955-08-01","21.3233",59.7,26.72,51111,NA
"1955-09-01","21.4617",59.7,26.85,51262,NA
"1955-10-01","21.8217",59.8,26.82,51431,NA
"1955-11-01","21.8771",59.9,26.88,51592,NA
"1955-12-01","21.9602",60.2,26.87,51805,NA
"1956-01-01","22.0987",60.2,26.83,51975,NA
"1956-02-01","21.9048",59.9,26.86,52167,NA
